CustomerID,Country,State,Retired,HasPartner,HasDependents,Education,Gender,BaseCharges,DOC,TotalCharges,DOE,ElectronicBilling,ContractType,PaymentMethod,Multilines,OnlineBackup,InternetServiceCategory,StreamingMovies,OnlineSecurity,DeviceProtection,StreamingTelevision,HasPhoneService,TechnicalSupport,Churn
Cust2686,India,Maharashtra,0,1,1,ProfessionalQalification,Male,376.25,5-1-2012,11722.5,19-Jun-09,Yes,One year,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,No,No,1,Yes,No
Cust2687,India,Maharashtra,0,2,2,Graduation,Female,327.25,5-1-2012,2772.25,10-May-11,Yes,Month-to-month,Electronic check,No,Yes,DSL,No,No,No,Yes,1,Yes,No
Cust2688,India,Maharashtra,1,2,2,Highschool or below,Male,96.0,5-1-2012,186,6-Nov-11,No,Month-to-month,Electronic check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2689,India,Maharashtra,0,2,2,Highschool or below,Male,97.25,5-1-2012,1845.25,13-Aug-10,No,Two year,Credit card (automatic),No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2690,India,Maharashtra,0,2,2,Graduation,Male,103.0,5-1-2012,1651.25,12-Sep-10,Yes,Month-to-month,Credit card (automatic),No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2691,India,Maharashtra,0,2,2,ProfessionalQalification,Female,533.0,5-1-2012,29469.75,31-May-07,Yes,Month-to-month,Credit card (automatic),Yes,Yes,Fiber optic,Yes,Yes,No,Yes,1,No,No
Cust2692,India,Maharashtra,0,2,2,Graduation,Male,101.5,5-1-2012,101.5,6-Dec-11,No,Month-to-month,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2693,India,Maharashtra,0,1,2,ProfessionalQalification,Female,432.25,5-1-2012,17872.5,24-Jun-08,No,Two year,Credit card (automatic),Yes,Yes,DSL,Yes,Yes,No,Yes,1,Yes,No
Cust2694,India,Maharashtra,0,2,2,ProfessionalQalification,Female,227.0,5-1-2012,227,6-Dec-11,Yes,Month-to-month,Mailed check,No,No,DSL,No,No,No,No,1,No,No
Cust2695,India,Maharashtra,0,2,2,Highschool or below,Male,100.75,5-1-2012,2681.75,16-Dec-09,Yes,Month-to-month,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2696,India,?,1,1,2,ProfessionalQalification,Male,477.5,5-1-2012,908.25,6-Nov-11,Yes,Month-to-month,Credit card (automatic),No,No,Fiber optic,Yes,No,Yes,Yes,1,No,No
Cust2697,India,Maharashtra,0,2,2,Highschool or below,Male,98.75,5-1-2012,MISSINGVAL,6-Dec-11,No,Month-to-month,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2698,India,Maharashtra,0,2,2,ProfessionalQalification,Male,403.0,5-1-2012,2077.75,8-Aug-11,Yes,Month-to-month,Electronic check,No,No,Fiber optic,No,No,No,Yes,1,No,Yes
Cust2699,India,Maharashtra,0,2,2,Highschool or below,Male,101.5,5-1-2012,2975.25,17-Oct-09,No,One year,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2700,India,Maharashtra,0,1,2,ProfessionalQalification,Female,394.25,5-1-2012,4383.75,10-Jan-11,No,One year,Electronic check,Yes,No,DSL,Yes,Yes,Yes,Yes,1,No,No
Cust2701,India,Maharashtra,0,2,2,Masters,Female,247.25,5-1-2012,1573,9-Jul-11,Yes,Month-to-month,Electronic check,No,No,DSL,No,Yes,No,No,1,No,No
Cust2702,India,Maharashtra,0,1,1,Highschool or below,Male,497.75,5-1-2012,16023.25,20-May-09,Yes,Month-to-month,Credit card (automatic),Yes,No,Fiber optic,Yes,Yes,No,Yes,1,No,Yes
Cust2703,India,Maharashtra,0,1,2,Masters,Female,473.0,5-1-2012,25129,28-Sep-07,No,Month-to-month,Bank transfer (automatic),Yes,Yes,Fiber optic,No,No,Yes,Yes,1,No,No
Cust2704,India,Maharashtra,0,2,2,ProfessionalQalification,Female,469.5,5-1-2012,2434.25,8-Aug-11,Yes,Month-to-month,Mailed check,Yes,No,Fiber optic,Yes,No,No,Yes,1,No,Yes
Cust2705,India,Maharashtra,0,2,2,Highschool or below,Female,253.0,5-1-2012,5366.5,16-Mar-10,Yes,Month-to-month,Electronic check,No phone service,No,DSL,Yes,No,Yes,Yes,0,No,No
Cust2706,India,Maharashtra,0,2,2,Masters,Female,541.25,5-1-2012,33900.5,2-Nov-06,No,Month-to-month,Credit card (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,1,No,No
Cust2707,India,Maharashtra,0,1,2,ProfessionalQalification,Female,243.75,5-1-2012,3167,11-Dec-10,Yes,Month-to-month,Bank transfer (automatic),No phone service,No,DSL,Yes,No,Yes,Yes,0,No,Yes
Cust2708,India,Maharashtra,0,2,2,ProfessionalQalification,Male,94.25,5-1-2012,94.25,6-Dec-11,Yes,Month-to-month,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,Yes
Cust2709,India,Maharashtra,0,2,2,Other,Female,450.0,5-1-2012,9969,16-Mar-10,Yes,Month-to-month,Electronic check,Yes,No,Fiber optic,No,No,No,Yes,1,Yes,Yes
Cust2710,India,Maharashtra,0,1,1,Highschool or below,Male,146.5,5-1-2012,6120.25,24-Jun-08,No,Month-to-month,Credit card (automatic),No phone service,Yes,DSL,No,No,No,No,0,No,No
Cust2711,India,Maharashtra,1,1,2,Highschool or below,Male,149.0,5-1-2012,1102.25,9-Jun-11,No,Month-to-month,Bank transfer (automatic),No phone service,No,DSL,No,Yes,No,No,0,No,No
Cust2712,India,Maharashtra,0,1,1,Graduation,Female,343.75,5-1-2012,24441,5-Feb-06,No,Two year,Credit card (automatic),No,Yes,DSL,Yes,Yes,Yes,No,1,No,No
Cust2713,India,Maharashtra,1,1,2,Highschool or below,Female,526.25,5-1-2012,33932,3-Sep-06,No,Month-to-month,Bank transfer (automatic),Yes,No,Fiber optic,Yes,Yes,Yes,Yes,1,No,Yes
Cust2714,India,Maharashtra,0,2,2,Graduation,Male,253.75,5-1-2012,253.75,6-Dec-11,Yes,Month-to-month,Mailed check,No,No,DSL,No,Yes,No,No,1,No,No
Cust2715,India,Maharashtra,1,2,2,Highschool or below,Female,559.75,5-1-2012,32094.5,31-May-07,Yes,One year,Electronic check,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,1,Yes,Yes
Cust2716,India,Maharashtra,0,2,2,Highschool or below,Male,366.75,5-1-2012,4657.75,11-Dec-10,No,Month-to-month,Mailed check,No,Yes,DSL,Yes,No,No,Yes,1,Yes,No
Cust2717,India,Maharashtra,0,1,1,Highschool or below,Male,329.25,5-1-2012,20485.25,4-Aug-06,No,Two year,Mailed check,No,Yes,DSL,No,Yes,Yes,No,1,Yes,No
Cust2718,India,Maharashtra,0,1,1,Highschool or below,Female,101.25,5-1-2012,4367,25-Feb-08,No,Two year,Credit card (automatic),No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2719,India,Maharashtra,0,2,2,Highschool or below,Male,102.0,5-1-2012,4652.25,25-Apr-08,Yes,One year,Electronic check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,Yes
Cust2720,India,Maharashtra,0,1,1,Masters,Male,531.75,5-1-2012,36308.75,6-May-06,Yes,Two year,Credit card (automatic),No,Yes,Fiber optic,Yes,Yes,No,Yes,1,Yes,No
Cust2721,India,Maharashtra,0,1,1,Graduation,Male,99.5,5-1-2012,1788.5,14-Jun-10,No,One year,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2722,India,Maharashtra,1,2,2,Highschool or below,Female,475.25,5-1-2012,22522.75,25-Feb-08,Yes,Month-to-month,Electronic check,Yes,Yes,Fiber optic,No,No,No,Yes,1,Yes,Yes
Cust2723,India,Maharashtra,0,2,2,Highschool or below,Male,447.75,5-1-2012,5108.75,10-Jan-11,Yes,Month-to-month,Electronic check,Yes,No,Fiber optic,No,No,Yes,Yes,1,No,No
Cust2724,India,Maharashtra,1,2,2,Graduation,Male,441.0,5-1-2012,8879,14-Jun-10,Yes,Month-to-month,Electronic check,Yes,Yes,Fiber optic,No,No,No,Yes,1,No,Yes
Cust2725,India,Maharashtra,0,1,1,Masters,Male,96.0,5-1-2012,3881.25,24-Jun-08,Yes,One year,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2726,India,Maharashtra,0,1,1,Masters,Male,382.0,5-1-2012,19831.5,28-Oct-07,Yes,One year,Bank transfer (automatic),No,No,DSL,Yes,Yes,No,Yes,1,Yes,No
Cust2727,India,Maharashtra,0,2,2,Graduation,Male,299.0,5-1-2012,3639,10-Jan-11,Yes,One year,Electronic check,No,No,DSL,No,No,No,Yes,1,Yes,Yes
Cust2728,India,Maharashtra,0,2,2,Highschool or below,Female,514.75,5-1-2012,34431.25,5-Jul-06,Yes,Month-to-month,Credit card (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,Yes,1,No,Yes
Cust2729,India,Maharashtra,1,2,2,ProfessionalQalification,Male,350.0,5-1-2012,8663,15-Jan-10,No,Month-to-month,Credit card (automatic),No,No,Fiber optic,No,No,No,No,1,No,No
Cust2730,India,Maharashtra,0,1,2,Graduation,Female,484.0,5-1-2012,8715.25,14-Jun-10,Yes,Month-to-month,Electronic check,No,No,Fiber optic,Yes,No,Yes,Yes,1,No,No
Cust2731,India,Maharashtra,1,2,2,Masters,Male,273.0,5-1-2012,9018.5,20-Apr-09,Yes,Month-to-month,Electronic check,No phone service,No,DSL,Yes,No,Yes,Yes,0,Yes,No
Cust2732,India,Maharashtra,0,2,2,Masters,Female,399.75,5-1-2012,13636.5,21-Mar-09,Yes,One year,Bank transfer (automatic),No,No,DSL,Yes,Yes,Yes,Yes,1,Yes,No
Cust2733,India,Maharashtra,0,2,2,Masters,Female,100.25,5-1-2012,196.25,6-Nov-11,Yes,Month-to-month,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2734,India,Maharashtra,0,2,2,Masters,Male,556.75,5-1-2012,32598.75,2-Mar-07,Yes,Month-to-month,Electronic check,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,1,Yes,No
Cust2735,India,Maharashtra,0,2,2,Graduation,Female,245.25,5-1-2012,11325,25-May-08,Yes,One year,Electronic check,No phone service,No,DSL,Yes,No,Yes,Yes,0,No,No
Cust2736,India,Maharashtra,0,2,2,ProfessionalQalification,Female,219.75,5-1-2012,219.75,6-Dec-11,No,Month-to-month,Mailed check,No,No,DSL,No,No,No,No,1,No,Yes
Cust2737,India,Maharashtra,0,2,2,ProfessionalQalification,Male,98.75,5-1-2012,196.5,6-Nov-11,No,Month-to-month,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2738,India,Maharashtra,0,2,2,ProfessionalQalification,Female,250.5,5-1-2012,250.5,6-Dec-11,Yes,Month-to-month,Electronic check,Yes,No,DSL,No,No,No,No,1,No,No
Cust2739,India,Maharashtra,0,1,2,Highschool or below,Female,394.25,5-1-2012,15634.25,22-Sep-08,Yes,Month-to-month,Credit card (automatic),Yes,No,Fiber optic,No,No,No,No,1,Yes,No
Cust2740,India,Maharashtra,1,2,2,ProfessionalQalification,Male,125.5,5-1-2012,8949.5,5-Feb-06,Yes,Two year,Credit card (automatic),Yes,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2741,India,Maharashtra,0,2,2,Highschool or below,Male,504.25,5-1-2012,4097.75,10-May-11,No,Month-to-month,Electronic check,Yes,Yes,Fiber optic,Yes,No,No,Yes,1,No,Yes
Cust2742,India,Maharashtra,1,1,2,Highschool or below,Male,332.0,5-1-2012,6430.25,14-Jun-10,No,Month-to-month,Bank transfer (automatic),No,No,DSL,No,Yes,Yes,Yes,1,No,No
Cust2743,India,Maharashtra,1,2,2,Highschool or below,Male,374.75,5-1-2012,5183.75,11-Nov-10,Yes,Month-to-month,Electronic check,Yes,No,Fiber optic,No,No,No,No,1,No,Yes
Cust2744,India,Maharashtra,0,2,1,ProfessionalQalification,Male,98.75,5-1-2012,5621,1-Jan-07,No,Two year,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2745,India,Maharashtra,0,1,2,ProfessionalQalification,Female,398.75,5-1-2012,3845.5,10-Apr-11,Yes,Month-to-month,Electronic check,No,No,Fiber optic,Yes,No,No,No,1,No,No
Cust2746,India,Maharashtra,0,2,2,Masters,Male,356.75,5-1-2012,356.75,6-Dec-11,Yes,Month-to-month,Mailed check,No,No,Fiber optic,No,No,No,No,1,No,Yes
Cust2747,India,Maharashtra,0,2,1,Masters,Male,97.25,5-1-2012,683.75,9-Jun-11,No,One year,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2748,India,Maharashtra,0,1,1,Masters,Female,434.0,5-1-2012,26636.25,3-Oct-06,Yes,Month-to-month,Bank transfer (automatic),Yes,No,Fiber optic,No,Yes,No,No,1,Yes,No
Cust2749,India,Maharashtra,0,2,2,Highschool or below,Female,353.75,5-1-2012,734.5,6-Nov-11,Yes,Month-to-month,Electronic check,No,No,DSL,Yes,Yes,No,Yes,1,No,Yes
Cust2750,India,Maharashtra,0,1,1,ProfessionalQalification,Male,105.0,5-1-2012,7468.75,5-Feb-06,No,Two year,Bank transfer (automatic),No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2751,India,Maharashtra,0,1,2,Masters,Male,97.25,5-1-2012,1704.25,12-Oct-10,Yes,Month-to-month,Credit card (automatic),No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2752,India,Maharashtra,0,2,2,Masters,Female,301.75,5-1-2012,14482,26-Jan-08,Yes,One year,Credit card (automatic),No,No,DSL,No,Yes,Yes,No,1,Yes,Yes
Cust2753,India,Maharashtra,0,1,2,ProfessionalQalification,Female,177.0,5-1-2012,4893,16-Nov-09,No,One year,Credit card (automatic),No phone service,No,DSL,No,Yes,Yes,No,0,No,No
Cust2754,India,Maharashtra,0,1,1,Masters,Male,448.25,5-1-2012,15808,19-Feb-09,Yes,Month-to-month,Bank transfer (automatic),Yes,Yes,Fiber optic,No,No,No,Yes,1,No,No
Cust2755,India,Maharashtra,1,1,1,Graduation,Male,495.0,5-1-2012,29846.5,1-Jan-07,No,One year,Electronic check,Yes,Yes,Fiber optic,Yes,No,No,Yes,1,No,No
Cust2756,India,Maharashtra,0,2,2,Masters,Male,152.0,5-1-2012,410.75,7-Oct-11,No,Month-to-month,Electronic check,No phone service,No,DSL,No,No,No,No,0,Yes,No
Cust2757,India,Maharashtra,0,2,2,Highschool or below,Female,276.0,5-1-2012,1103.25,7-Sep-11,No,Month-to-month,Electronic check,No,Yes,DSL,No,Yes,No,No,1,No,No
Cust2758,India,Maharashtra,0,2,2,Masters,Female,555.75,5-1-2012,38687.75,6-Apr-06,Yes,Two year,Mailed check,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,1,No,No
Cust2759,India,Maharashtra,0,2,1,Graduation,Male,121.75,5-1-2012,8273,7-Mar-06,No,Two year,Mailed check,Yes,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2760,India,Maharashtra,0,1,2,Masters,Male,328.25,5-1-2012,15235.75,26-Mar-08,No,Two year,Mailed check,No,Yes,DSL,No,Yes,Yes,No,1,Yes,No
Cust2761,India,Maharashtra,0,2,1,Other,Female,222.75,5-1-2012,2403,10-Jan-11,Yes,Month-to-month,Electronic check,No,No,DSL,No,No,No,No,1,No,Yes
Cust2762,India,Maharashtra,0,1,2,Highschool or below,Female,573.25,5-1-2012,30247.5,30-Jul-07,Yes,One year,Mailed check,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,1,Yes,No
Cust2763,India,Maharashtra,0,2,1,Masters,Female,477.5,5-1-2012,23139.25,26-Jan-08,Yes,Two year,Mailed check,No,Yes,Fiber optic,No,No,Yes,Yes,1,Yes,Yes
Cust2764,India,Maharashtra,0,1,1,Graduation,Female,503.5,5-1-2012,7613.5,12-Sep-10,No,Month-to-month,Bank transfer (automatic),No,No,Fiber optic,Yes,Yes,Yes,Yes,1,No,No
Cust2765,India,Maharashtra,1,2,2,Masters,Female,450.5,5-1-2012,4084,10-Apr-11,Yes,Month-to-month,Electronic check,Yes,No,Fiber optic,No,No,Yes,Yes,1,No,No
Cust2766,India,Maharashtra,0,1,1,Other,Female,469.0,5-1-2012,15622.5,20-Apr-09,Yes,One year,Electronic check,No,No,Fiber optic,Yes,No,Yes,Yes,1,No,Yes
Cust2767,India,Maharashtra,1,2,2,Highschool or below,Male,376.75,5-1-2012,376.75,6-Dec-11,Yes,Month-to-month,Electronic check,Yes,No,Fiber optic,No,No,No,No,1,No,Yes
Cust2768,India,Maharashtra,0,1,2,Graduation,Male,351.5,5-1-2012,3691,11-Mar-11,Yes,Month-to-month,Electronic check,No,No,Fiber optic,No,No,No,No,1,No,Yes
Cust2769,India,Maharashtra,0,2,2,Highschool or below,Male,351.5,5-1-2012,662,6-Nov-11,No,Month-to-month,Electronic check,No,No,DSL,Yes,No,No,Yes,1,Yes,No
Cust2770,India,Maharashtra,0,2,2,ProfessionalQalification,Female,101.25,5-1-2012,5242.25,29-Aug-07,No,Two year,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2771,India,Maharashtra,0,1,1,Highschool or below,Female,418.0,5-1-2012,2021,8-Aug-11,Yes,Month-to-month,Electronic check,No,Yes,Fiber optic,Yes,No,No,No,1,No,Yes
Cust2772,India,Maharashtra,0,1,1,Highschool or below,Male,100.25,5-1-2012,1092.5,11-Mar-11,Yes,Month-to-month,Credit card (automatic),No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2773,India,Maharashtra,1,1,2,Masters,Female,472.5,5-1-2012,20784,24-Jun-08,Yes,Month-to-month,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,Yes,1,No,No
Cust2774,India,Maharashtra,0,1,2,Masters,Male,496.25,5-1-2012,10932,14-Feb-10,Yes,Month-to-month,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,1,No,Yes
Cust2775,India,Maharashtra,0,1,2,ProfessionalQalification,Female,432.5,5-1-2012,2912.5,9-Jun-11,Yes,Month-to-month,Electronic check,Yes,No,Fiber optic,No,No,No,Yes,1,No,Yes
Cust2776,India,Maharashtra,1,2,2,Graduation,Male,447.5,5-1-2012,10980.75,16-Dec-09,Yes,Month-to-month,Electronic check,Yes,Yes,Fiber optic,No,No,No,Yes,1,No,Yes
Cust2777,India,Maharashtra,0,2,2,Graduation,Female,98.0,5-1-2012,2805.75,17-Oct-09,Yes,Two year,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2778,India,Maharashtra,1,1,2,ProfessionalQalification,Female,543.75,5-1-2012,27159.5,27-Nov-07,No,Month-to-month,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,1,No,No
Cust2779,India,Maharashtra,0,1,1,ProfessionalQalification,Female,104.25,5-1-2012,1361.75,11-Dec-10,No,Two year,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2780,India,Maharashtra,0,1,1,Highschool or below,Male,103.25,5-1-2012,3274.25,18-Aug-09,Yes,Month-to-month,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2781,India,Maharashtra,0,2,2,ProfessionalQalification,Female,523.0,5-1-2012,23799.25,24-Jun-08,Yes,Two year,Electronic check,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,1,No,Yes
Cust2782,India,Maharashtra,1,1,1,ProfessionalQalification,Male,324.0,5-1-2012,23661.75,5-Feb-06,Yes,Two year,Bank transfer (automatic),No phone service,Yes,DSL,Yes,Yes,Yes,Yes,0,Yes,No
Cust2783,India,Maharashtra,0,1,2,Graduation,Female,96.25,5-1-2012,1876.25,15-May-10,No,Month-to-month,Bank transfer (automatic),No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2784,India,Maharashtra,0,2,2,Graduation,Female,401.0,5-1-2012,21488,28-Sep-07,Yes,One year,Mailed check,Yes,Yes,Fiber optic,No,No,No,No,1,No,No
Cust2785,India,Maharashtra,0,2,2,Highschool or below,Male,526.75,5-1-2012,28972.25,31-May-07,Yes,Month-to-month,Mailed check,Yes,No,Fiber optic,Yes,Yes,No,Yes,1,Yes,No
Cust2786,India,Maharashtra,0,1,2,Highschool or below,Female,276.5,5-1-2012,276.5,6-Dec-11,Yes,Month-to-month,Mailed check,No,No,DSL,No,No,No,Yes,1,No,No
Cust2787,India,Maharashtra,0,2,2,Highschool or below,Female,176.0,5-1-2012,3036.5,14-Jul-10,Yes,Month-to-month,Electronic check,No phone service,No,DSL,No,No,Yes,No,0,Yes,No
Cust2788,India,Maharashtra,0,2,2,Masters,Female,376.5,5-1-2012,376.5,6-Dec-11,No,Month-to-month,Mailed check,No,No,Fiber optic,No,Yes,No,No,1,No,Yes
Cust2789,India,Maharashtra,0,2,2,Highschool or below,Male,123.75,5-1-2012,334.75,7-Oct-11,No,Month-to-month,Electronic check,No phone service,No,DSL,No,No,No,No,0,No,Yes
Cust2790,India,Maharashtra,1,2,2,Masters,Female,126.5,5-1-2012,388.75,7-Oct-11,No,Month-to-month,Electronic check,No phone service,No,DSL,No,No,No,No,0,No,Yes
Cust2791,India,Maharashtra,0,1,2,Highschool or below,Male,453.25,5-1-2012,19870.75,25-May-08,Yes,One year,Bank transfer (automatic),No,No,Fiber optic,Yes,No,No,Yes,1,No,No
Cust2792,India,Maharashtra,0,2,2,ProfessionalQalification,Female,373.0,5-1-2012,2744.5,10-May-11,Yes,Month-to-month,Credit card (automatic),Yes,No,Fiber optic,No,No,No,No,1,No,No
Cust2793,India,Maharashtra,0,2,2,Masters,Female,334.5,5-1-2012,22889.5,6-May-06,Yes,Two year,Mailed check,Yes,Yes,DSL,No,Yes,No,No,1,Yes,No
Cust2794,India,Maharashtra,0,2,2,Graduation,Male,226.0,5-1-2012,2460,9-Feb-11,No,Month-to-month,Credit card (automatic),No,No,DSL,No,No,No,No,1,No,No
Cust2795,India,Maharashtra,0,2,2,ProfessionalQalification,Male,351.75,5-1-2012,12764.5,21-Dec-08,Yes,Month-to-month,Mailed check,No,No,Fiber optic,No,No,No,No,1,No,No
Cust2796,India,Maharashtra,0,1,2,Masters,Male,354.75,5-1-2012,16252.25,25-May-08,Yes,One year,Electronic check,No,Yes,DSL,No,No,Yes,Yes,1,Yes,No
Cust2797,India,Maharashtra,0,1,1,Masters,Female,466.25,5-1-2012,33444.75,5-Feb-06,Yes,Two year,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,1,Yes,No
Cust2798,India,Maharashtra,0,2,2,ProfessionalQalification,Female,271.25,5-1-2012,2238.75,10-May-11,No,One year,Bank transfer (automatic),No,No,DSL,No,Yes,No,No,1,Yes,No
Cust2799,India,Maharashtra,1,1,2,Highschool or below,Female,506.5,5-1-2012,14061,17-Sep-09,Yes,Month-to-month,Credit card (automatic),Yes,No,Fiber optic,Yes,No,No,Yes,1,Yes,Yes
Cust2800,India,Maharashtra,0,1,1,ProfessionalQalification,Female,547.5,5-1-2012,39274.5,5-Feb-06,Yes,Two year,Credit card (automatic),No,Yes,Fiber optic,Yes,Yes,Yes,Yes,1,Yes,No
Cust2801,India,Maharashtra,0,1,1,Masters,Female,103.0,5-1-2012,1169.5,9-Feb-11,No,One year,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2802,India,Maharashtra,0,2,1,Graduation,Female,149.0,5-1-2012,1009.75,9-Jun-11,No,Month-to-month,Mailed check,No phone service,No,DSL,No,Yes,No,No,0,No,No
Cust2803,India,Maharashtra,0,1,1,ProfessionalQalification,Female,100.75,5-1-2012,3886.75,22-Sep-08,No,Two year,Bank transfer (automatic),No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2804,India,Maharashtra,0,2,2,Graduation,Female,101.25,5-1-2012,356,7-Oct-11,No,One year,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2805,India,Maharashtra,0,1,1,Graduation,Female,545.25,5-1-2012,37542.75,5-Jun-06,Yes,Two year,Bank transfer (automatic),Yes,No,Fiber optic,Yes,Yes,Yes,Yes,1,Yes,No
Cust2806,India,Maharashtra,0,1,2,Highschool or below,Female,95.0,5-1-2012,4593.5,27-Dec-07,No,One year,Credit card (automatic),No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2807,India,Maharashtra,0,2,2,ProfessionalQalification,Male,202.0,5-1-2012,385.75,6-Nov-11,Yes,Month-to-month,Credit card (automatic),No phone service,Yes,DSL,No,No,Yes,No,0,Yes,Yes
Cust2808,India,Maharashtra,0,1,2,Graduation,Female,98.25,5-1-2012,6676,5-Jul-06,No,Two year,Mailed check,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2809,India,Maharashtra,0,1,1,Highschool or below,Male,127.75,5-1-2012,6680.5,29-Aug-07,No,Two year,Credit card (automatic),Yes,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2810,India,Maharashtra,0,2,2,Masters,Female,101.75,5-1-2012,175.5,6-Nov-11,No,Month-to-month,Credit card (automatic),No,No internet service,No,No internet service,No internet service,No internet service,No internet service,1,No internet service,No
Cust2811,India,Maharashtra,0,2,2,Masters,Female,401.5,5-1-2012,1621,7-Sep-11,Yes,Month-to-month,Mailed check,Yes,Yes,Fiber optic,No,No,No,No,1,No,No
Cust2812,India,Maharashtra,0,1,1,ProfessionalQalification,Male,496.75,5-1-2012,23745.75,25-Feb-08,Yes,Month-to-month,Electronic check,Yes,Yes,Fiber optic,Yes,No,No,Yes,1,No,Yes
Cust2813,India,Maharashtra,0,2,2,ProfessionalQalification,Male,445.75,5-1-2012,21227.75,26-Mar-08,Yes,Month-to-month,Credit card (automatic),Yes,No,Fiber optic,No,Yes,No,Yes,1,No,No
Cust2814,India,Maharashtra,0,2,1,ProfessionalQalification,,323.5,5-1-2012,5465.5,13-Aug-10,Yes,Month-to-month,Mailed check,No,No,DSL,Yes,No,No,Yes,1,No,Yes
Cust2815,India,Maharashtra,0,2,2,Graduation,Female,493.0,5-1-2012,26559.25,29-Aug-07,No,One year,Mailed check,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,1,No,No
Cust2816,India,Maharashtra,0,1,2,Masters,Male,380.75,5-1-2012,24647.75,3-Sep-06,No,Two year,Bank transfer (automatic),Yes,No,DSL,Yes,Yes,Yes,No,1,Yes,No
Cust2817,India,Maharashtra,0,1,2,Highschool or below,Female,422.0,5-1-2012,29846.5,7-Mar-06,Yes,Two year,Credit card (automatic),No,Yes,DSL,Yes,Yes,Yes,Yes,1,Yes,No
Cust2818,India,Maharashtra,0,2,2,ProfessionalQalification,Female,346.25,5-1-2012,2092,9-Jul-11,Yes,Month-to-month,Mailed check,No,No,Fiber optic,No,No,No,No,1,No,Yes
Cust2819,India,Maharashtra,0,1,2,ProfessionalQalification,Female,404.5,5-1-2012,8574.75,15-Apr-10,No,One year,Mailed check,No,No,DSL,Yes,Yes,Yes,Yes,1,Yes,No
